% density of human lens as a function of wavelength
% from Stockman Sharpe & Fach (1999) and Stockman & Sharpe (2000)
% see http://www-cvrl.ucsd.edu/database/text/maclens/lensss.htm for details
%
% *wavelength = 1; density = 2; 
390.0	325.2370400953	
390.1	319.4846523335	
390.2	313.8412320215	
390.3	308.2974978527	
390.4	302.8516889576	
390.5	297.5089258881	
390.6	292.2604172615	
390.7	287.1045002864	
390.8	282.0460357810	
390.9	277.0830758389	
391.0	272.2074455105	
391.1	267.4176081200	
391.2	262.7181032694	
391.3	258.1011858967	
391.4	253.5712432647	
391.5	249.1208058089	
391.6	244.7541137380	
391.7	240.4639628439	
391.8	236.2490114814	
391.9	232.1132860664	
392.0	228.0552108939	
392.1	224.0680837244	
392.2	220.1506641621	
392.3	216.3067140862	
392.4	212.5347752025	
392.5	208.8286110821	
392.6	205.1917994116	
392.7	201.6183238858	
392.8	198.1070814871	
392.9	194.6614706017	
393.0	191.2801924243	
393.1	187.9576471952	
393.2	184.6970674790	
393.3	181.4930503992	
393.4	178.3487213242	
393.5	175.2629026227	
393.6	172.2304752603	
393.7	169.2505154513	
393.8	166.3259451458	
393.9	163.4556737198	
394.0	160.6349343018	
394.1	157.8665070914	
394.2	155.1457917268	
394.3	152.4789876840	
394.4	149.8545728192	
394.5	147.2787196415	
394.6	144.7504758189	
394.7	142.2689086387	
394.8	139.8298848466	
394.9	137.4358396297	
395.0	135.0827831651	
395.1	132.7730708567	
395.2	130.5058561268	
395.3	128.2773560444	
395.4	126.0898128152	
395.5	123.9395742634	
395.6	121.8316146477	
395.7	119.7595071298	
395.8	117.7226419387	
395.9	115.7257489190	
396.0	113.7601091289	
396.1	111.8330063568	
396.2	109.9385488161	
396.3	108.0786720696	
396.4	106.2527061723	
396.5	104.4599948284	
396.6	102.6975303749	
396.7	100.9671273091	
396.8	99.2658806871	
396.9	97.5955464317	
397.0	95.9555281090	
397.1	94.3452413912	
397.2	92.7641137994	
397.3	91.2094842527	
397.4	89.6829736746	
397.5	88.1820112570	
397.6	86.7101624765	
397.7	85.2628803712	
397.8	83.8416854020	
397.9	82.4460778344	
398.0	81.0755680112	
398.1	79.7278403169	
398.2	78.4043213472	
398.3	77.1045487811	
398.4	75.8280695937	
398.5	74.5727227408	
398.6	73.3398470659	
398.7	72.1306756073	
398.8	70.9398065771	
398.9	69.7718116923	
399.0	68.6246274875	
399.1	67.4963052209	
399.2	66.3880633896	
399.3	65.3010252634	
399.4	64.2303073245	
399.5	63.1800550531	
399.6	62.1484068283	
399.7	61.1336040787	
399.8	60.1381411398	
399.9	59.1588877223	
400.0	58.1969198982	
400.1	57.2519126502	
400.2	56.3235474046	
400.3	55.4115118972	
400.4	54.5142447913	
400.5	53.6339768244	
400.6	52.7691380119	
400.7	51.9194400546	
400.8	51.0846003364	
400.9	50.2643418067	
401.0	49.4583928660	
401.1	48.6664872531	
401.2	47.8883639354	
401.3	47.1248520788	
401.4	46.3745811348	
401.5	45.6373060194	
401.6	44.9127864381	
401.7	44.2018045607	
401.8	43.5030794078	
401.9	42.8163853061	
402.0	42.1424713270	
402.1	41.4801196073	
402.2	40.8291181603	
402.3	40.1901845092	
402.4	39.5630714166	
402.5	38.9466403388	
402.6	38.3415795103	
402.7	37.7467878286	
402.8	37.1629345079	
402.9	36.5889544960	
403.0	36.0254985794	
403.1	35.4723531931	
403.2	34.9285052022	
403.3	34.3945791645	
403.4	33.8703746088	
403.5	33.3556954568	
403.6	32.8495935215	
403.7	32.3534054265	
403.8	31.8654458975	
403.9	31.3862912155	
404.0	30.9157651825	
404.1	30.4536954296	
404.2	29.9999133272	
404.3	29.5542538988	
404.4	29.1165557366	
404.5	28.6866609182	
404.6	28.2644149270	
404.7	27.8496665731	
404.8	27.4428998055	
404.9	27.0426968674	
405.0	26.6501709995	
405.1	26.2645521603	
405.2	25.8857051468	
405.3	25.5134976382	
405.4	25.1483791861	
405.5	24.7896274478	
405.6	24.4371187923	
405.7	24.0907322056	
405.8	23.7508961103	
